pubid,e01_pfreq,e03_pfreq,count,type
673,1.00E-06,1.00E-06,897445,all
673,1.00E-06,1.81E-06,232218,all
673,1.00E-06,3.61E-06,23620,all
673,1.00E-06,5.42E-06,2513,all
673,1.00E-06,7.22E-06,724,all
673,1.00E-06,9.03E-06,244,all
673,1.00E-06,1.08E-05,146,all
673,1.00E-06,1.26E-05,63,all
673,1.00E-06,1.44E-05,36,all
673,1.00E-06,1.63E-05,18,all
673,1.00E-06,1.81E-05,26,all
673,1.00E-06,1.99E-05,10,all
673,1.00E-06,2.17E-05,10,all
673,1.00E-06,2.35E-05,5,all
673,1.00E-06,2.53E-05,7,all
673,1.00E-06,2.71E-05,5,all
673,1.00E-06,2.89E-05,5,all
673,1.00E-06,3.07E-05,5,all
673,1.00E-06,3.25E-05,3,all
673,1.00E-06,3.43E-05,9,all
673,1.00E-06,3.61E-05,2,all
673,1.00E-06,3.79E-05,4,all
673,1.00E-06,3.97E-05,1,all
673,1.00E-06,4.15E-05,4,all
673,1.00E-06,4.33E-05,6,all
673,1.00E-06,4.51E-05,2,all
673,1.00E-06,4.70E-05,3,all
673,1.00E-06,4.88E-05,1,all
673,1.00E-06,5.06E-05,3,all
673,1.00E-06,5.24E-05,1,all
673,1.00E-06,5.42E-05,4,all
673,1.00E-06,5.60E-05,1,all
673,1.00E-06,5.78E-05,3,all
673,1.00E-06,5.96E-05,1,all
673,1.00E-06,6.14E-05,1,all
673,1.00E-06,6.50E-05,1,all
673,1.00E-06,6.68E-05,1,all
673,1.00E-06,7.04E-05,1,all
673,1.00E-06,7.22E-05,1,all
673,1.00E-06,7.58E-05,1,all
673,1.00E-06,7.77E-05,1,all
673,1.00E-06,8.13E-05,2,all
673,1.00E-06,8.31E-05,1,all
673,1.00E-06,8.49E-05,2,all
673,1.00E-06,8.85E-05,1,all
673,1.00E-06,9.75E-05,1,all
673,1.00E-06,0.00010655,1,all
673,1.00E-06,0.000108355,2,all
673,1.00E-06,0.000110161,1,all
673,1.00E-06,0.000124609,1,all
673,1.00E-06,0.000133638,2,all
673,1.00E-06,0.00013725,2,all
673,1.00E-06,0.000139056,1,all
673,1.00E-06,0.000140862,1,all
673,1.00E-06,0.000151698,1,all
673,1.00E-06,0.000157115,1,all
673,1.00E-06,0.000176981,1,all
673,1.00E-06,0.000193234,1,all
673,1.00E-06,0.000204069,1,all
673,1.00E-06,0.000205875,1,all
673,1.00E-06,0.000256441,1,all
673,1.00E-06,0.000260053,1,all
673,1.00E-06,0.000279918,1,all
673,1.00E-06,0.000288948,1,all
673,1.00E-06,0.000294366,1,all
673,1.00E-06,0.000299783,1,all
673,1.00E-06,0.000308813,1,all
673,1.00E-06,0.000314231,1,all
673,1.00E-06,0.00033229,1,all
673,1.00E-06,0.000350349,1,all
673,1.00E-06,0.000483988,1,all
673,1.00E-06,0.000489406,1,all
673,1.00E-06,0.000507465,1,all
673,1.00E-06,0.000558031,1,all
673,1.00E-06,0.000592343,1,all
673,1.00E-06,0.000744041,2,all
673,1.00E-06,0.000814472,1,all
673,1.73E-06,1.00E-06,278965,all
673,1.73E-06,1.81E-06,17341,all
673,1.73E-06,3.61E-06,4685,all
673,1.73E-06,5.42E-06,1609,all
673,1.73E-06,7.22E-06,671,all
673,1.73E-06,9.03E-06,317,all
673,1.73E-06,1.08E-05,137,all
673,1.73E-06,1.26E-05,67,all
673,1.73E-06,1.44E-05,42,all
673,1.73E-06,1.63E-05,20,all
673,1.73E-06,1.81E-05,8,all
673,1.73E-06,1.99E-05,5,all
673,1.73E-06,2.17E-05,11,all
673,1.73E-06,2.35E-05,2,all
673,1.73E-06,2.53E-05,2,all
673,1.73E-06,2.71E-05,4,all
673,1.73E-06,2.89E-05,2,all
673,1.73E-06,3.07E-05,2,all
673,1.73E-06,3.43E-05,1,all
673,1.73E-06,4.33E-05,1,all
673,1.73E-06,4.51E-05,1,all
673,1.73E-06,5.06E-05,1,all
673,1.73E-06,5.24E-05,2,all
673,1.73E-06,6.14E-05,1,all
673,1.73E-06,6.68E-05,1,all
673,1.73E-06,6.86E-05,1,all
673,1.73E-06,7.04E-05,1,all
673,1.73E-06,7.22E-05,1,all
673,1.73E-06,7.58E-05,1,all
673,1.73E-06,8.85E-05,1,all
673,1.73E-06,0.000101132,1,all
673,1.73E-06,0.000126415,1,all
673,1.73E-06,0.000130027,1,all
673,1.73E-06,0.000144474,1,all
673,1.73E-06,0.000176981,1,all
673,1.73E-06,0.000180592,2,all
673,1.73E-06,0.000182398,1,all
673,1.73E-06,0.000196846,2,all
673,1.73E-06,0.000204069,1,all
673,1.73E-06,0.000209487,1,all
673,1.73E-06,0.000227546,1,all
673,1.73E-06,0.000238382,1,all
673,1.73E-06,0.000272695,1,all
673,1.73E-06,0.000276306,1,all
673,1.73E-06,0.000279918,1,all
673,1.73E-06,0.000352155,1,all
673,1.73E-06,0.000413557,1,all
673,1.73E-06,0.000464123,1,all
673,1.73E-06,0.000482182,1,all
673,1.73E-06,0.0004876,1,all
673,1.73E-06,0.000539971,1,all
673,1.73E-06,0.00057609,1,all
673,1.73E-06,0.000588731,1,all
673,1.73E-06,0.000711534,1,all
673,1.73E-06,0.000986035,1,all
673,1.73E-06,0.001453769,1,all
673,1.73E-06,0.001899833,1,all
673,1.73E-06,0.003629908,1,all
673,3.45E-06,1.00E-06,33446,all
673,3.45E-06,1.81E-06,5283,all
673,3.45E-06,3.61E-06,2259,all
673,3.45E-06,5.42E-06,995,all
673,3.45E-06,7.22E-06,608,all
673,3.45E-06,9.03E-06,295,all
673,3.45E-06,1.08E-05,148,all
673,3.45E-06,1.26E-05,83,all
673,3.45E-06,1.44E-05,36,all
673,3.45E-06,1.63E-05,33,all
673,3.45E-06,1.81E-05,16,all
673,3.45E-06,1.99E-05,6,all
673,3.45E-06,2.17E-05,3,all
673,3.45E-06,2.35E-05,6,all
673,3.45E-06,2.53E-05,2,all
673,3.45E-06,2.71E-05,2,all
673,3.45E-06,2.89E-05,3,all
673,3.45E-06,4.15E-05,1,all
673,3.45E-06,4.51E-05,1,all
673,3.45E-06,4.70E-05,1,all
673,3.45E-06,0.00013725,1,all
673,3.45E-06,0.00014628,1,all
673,3.45E-06,0.000251024,1,all
673,3.45E-06,0.000301589,1,all
673,3.45E-06,0.000325066,2,all
673,3.45E-06,0.000476764,1,all
673,3.45E-06,0.000523718,1,all
673,3.45E-06,0.000655551,1,all
673,3.45E-06,0.000792801,1,all
673,3.45E-06,0.000924633,1,all
673,3.45E-06,0.001204552,1,all
673,3.45E-06,0.00153323,1,all
673,3.45E-06,0.00525524,1,all
673,5.18E-06,1.00E-06,3766,all
673,5.18E-06,1.81E-06,2067,all
673,5.18E-06,3.61E-06,1199,all
673,5.18E-06,5.42E-06,757,all
673,5.18E-06,7.22E-06,475,all
673,5.18E-06,9.03E-06,233,all
673,5.18E-06,1.08E-05,136,all
673,5.18E-06,1.26E-05,98,all
673,5.18E-06,1.44E-05,56,all
673,5.18E-06,1.63E-05,28,all
673,5.18E-06,1.81E-05,25,all
673,5.18E-06,1.99E-05,10,all
673,5.18E-06,2.17E-05,11,all
673,5.18E-06,2.35E-05,6,all
673,5.18E-06,2.53E-05,6,all
673,5.18E-06,2.71E-05,7,all
673,5.18E-06,2.89E-05,1,all
673,5.18E-06,3.07E-05,3,all
673,5.18E-06,3.25E-05,3,all
673,5.18E-06,7.58E-05,1,all
673,5.18E-06,0.000178787,1,all
673,5.18E-06,0.000507465,1,all
673,5.18E-06,0.000568866,1,all
673,5.18E-06,0.00081086,1,all
673,5.18E-06,0.001412233,1,all
673,5.18E-06,0.005768123,1,all
673,6.91E-06,1.00E-06,1179,all
673,6.91E-06,1.81E-06,926,all
673,6.91E-06,3.61E-06,689,all
673,6.91E-06,5.42E-06,453,all
673,6.91E-06,7.22E-06,342,all
673,6.91E-06,9.03E-06,240,all
673,6.91E-06,1.08E-05,145,all
673,6.91E-06,1.26E-05,102,all
673,6.91E-06,1.44E-05,54,all
673,6.91E-06,1.63E-05,35,all
673,6.91E-06,1.81E-05,25,all
673,6.91E-06,1.99E-05,18,all
673,6.91E-06,2.17E-05,9,all
673,6.91E-06,2.35E-05,10,all
673,6.91E-06,2.53E-05,10,all
673,6.91E-06,2.71E-05,1,all
673,6.91E-06,2.89E-05,2,all
673,6.91E-06,3.07E-05,4,all
673,6.91E-06,3.25E-05,1,all
673,6.91E-06,3.43E-05,1,all
673,6.91E-06,3.97E-05,1,all
673,6.91E-06,5.06E-05,1,all
673,6.91E-06,5.24E-05,1,all
673,6.91E-06,5.42E-05,1,all
673,6.91E-06,0.000335902,1,all
673,6.91E-06,0.00154226,1,all
673,6.91E-06,0.003591984,1,all
673,8.64E-06,1.00E-06,429,all
673,8.64E-06,1.81E-06,473,all
673,8.64E-06,3.61E-06,422,all
673,8.64E-06,5.42E-06,329,all
673,8.64E-06,7.22E-06,238,all
673,8.64E-06,9.03E-06,185,all
673,8.64E-06,1.08E-05,120,all
673,8.64E-06,1.26E-05,101,all
673,8.64E-06,1.44E-05,61,all
673,8.64E-06,1.63E-05,50,all
673,8.64E-06,1.81E-05,28,all
673,8.64E-06,1.99E-05,12,all
673,8.64E-06,2.17E-05,14,all
673,8.64E-06,2.35E-05,10,all
673,8.64E-06,2.53E-05,9,all
673,8.64E-06,2.71E-05,4,all
673,8.64E-06,2.89E-05,2,all
673,8.64E-06,3.07E-05,3,all
673,8.64E-06,3.25E-05,3,all
673,8.64E-06,3.43E-05,1,all
673,8.64E-06,6.14E-05,1,all
673,8.64E-06,0.000449675,1,all
673,8.64E-06,0.002210452,1,all
673,1.04E-05,1.00E-06,186,all
673,1.04E-05,1.81E-06,259,all
673,1.04E-05,3.61E-06,215,all
673,1.04E-05,5.42E-06,213,all
673,1.04E-05,7.22E-06,161,all
673,1.04E-05,9.03E-06,145,all
673,1.04E-05,1.08E-05,116,all
673,1.04E-05,1.26E-05,81,all
673,1.04E-05,1.44E-05,61,all
673,1.04E-05,1.63E-05,44,all
673,1.04E-05,1.81E-05,34,all
673,1.04E-05,1.99E-05,31,all
673,1.04E-05,2.17E-05,11,all
673,1.04E-05,2.35E-05,9,all
673,1.04E-05,2.53E-05,8,all
673,1.04E-05,2.71E-05,4,all
673,1.04E-05,2.89E-05,3,all
673,1.04E-05,3.07E-05,4,all
673,1.04E-05,3.25E-05,2,all
673,1.04E-05,3.43E-05,1,all
673,1.04E-05,5.06E-05,1,all
673,1.04E-05,5.24E-05,1,all
673,1.04E-05,6.14E-05,1,all
673,1.04E-05,0.000102938,1,all
673,1.04E-05,0.0004876,1,all
673,1.04E-05,0.001932339,1,all
673,1.04E-05,0.002540936,1,all
673,1.21E-05,1.00E-06,80,all
673,1.21E-05,1.81E-06,129,all
673,1.21E-05,3.61E-06,140,all
673,1.21E-05,5.42E-06,143,all
673,1.21E-05,7.22E-06,123,all
673,1.21E-05,9.03E-06,105,all
673,1.21E-05,1.08E-05,87,all
673,1.21E-05,1.26E-05,72,all
673,1.21E-05,1.44E-05,60,all
673,1.21E-05,1.63E-05,42,all
673,1.21E-05,1.81E-05,32,all
673,1.21E-05,1.99E-05,25,all
673,1.21E-05,2.17E-05,13,all
673,1.21E-05,2.35E-05,13,all
673,1.21E-05,2.53E-05,9,all
673,1.21E-05,2.71E-05,6,all
673,1.21E-05,2.89E-05,5,all
673,1.21E-05,3.25E-05,5,all
673,1.21E-05,3.43E-05,1,all
673,1.21E-05,3.61E-05,1,all
673,1.21E-05,3.79E-05,1,all
673,1.21E-05,3.97E-05,2,all
673,1.21E-05,0.000529136,1,all
673,1.21E-05,0.010467138,1,all
673,1.38E-05,1.00E-06,33,all
673,1.38E-05,1.81E-06,75,all
673,1.38E-05,3.61E-06,88,all
673,1.38E-05,5.42E-06,111,all
673,1.38E-05,7.22E-06,132,all
673,1.38E-05,9.03E-06,76,all
673,1.38E-05,1.08E-05,69,all
673,1.38E-05,1.26E-05,65,all
673,1.38E-05,1.44E-05,51,all
673,1.38E-05,1.63E-05,35,all
673,1.38E-05,1.81E-05,29,all
673,1.38E-05,1.99E-05,18,all
673,1.38E-05,2.17E-05,17,all
673,1.38E-05,2.35E-05,10,all
673,1.38E-05,2.53E-05,11,all
673,1.38E-05,2.71E-05,2,all
673,1.38E-05,2.89E-05,7,all
673,1.38E-05,3.07E-05,5,all
673,1.38E-05,3.25E-05,2,all
673,1.38E-05,3.43E-05,2,all
673,1.38E-05,3.61E-05,3,all
673,1.38E-05,3.79E-05,1,all
673,1.38E-05,3.97E-05,1,all
673,1.38E-05,4.33E-05,1,all
673,1.38E-05,4.51E-05,2,all
673,1.38E-05,4.70E-05,2,all
673,1.38E-05,0.000922827,1,all
673,1.38E-05,0.003492658,1,all
673,1.55E-05,1.00E-06,36,all
673,1.55E-05,1.81E-06,40,all
673,1.55E-05,3.61E-06,60,all
673,1.55E-05,5.42E-06,66,all
673,1.55E-05,7.22E-06,57,all
673,1.55E-05,9.03E-06,56,all
673,1.55E-05,1.08E-05,51,all
673,1.55E-05,1.26E-05,40,all
673,1.55E-05,1.44E-05,50,all
673,1.55E-05,1.63E-05,34,all
673,1.55E-05,1.81E-05,29,all
673,1.55E-05,1.99E-05,17,all
673,1.55E-05,2.17E-05,19,all
673,1.55E-05,2.35E-05,14,all
673,1.55E-05,2.53E-05,10,all
673,1.55E-05,2.71E-05,2,all
673,1.55E-05,2.89E-05,8,all
673,1.55E-05,3.07E-05,4,all
673,1.55E-05,3.25E-05,2,all
673,1.55E-05,3.43E-05,4,all
673,1.55E-05,3.61E-05,2,all
673,1.55E-05,3.97E-05,3,all
673,1.55E-05,4.33E-05,1,all
673,1.55E-05,4.51E-05,2,all
673,1.55E-05,4.88E-05,2,all
673,1.55E-05,5.42E-05,1,all
673,1.55E-05,7.04E-05,1,all
673,1.55E-05,8.49E-05,1,all
673,1.55E-05,0.000895739,1,all
673,1.73E-05,1.00E-06,15,all
673,1.73E-05,1.81E-06,20,all
673,1.73E-05,3.61E-06,39,all
673,1.73E-05,5.42E-06,40,all
673,1.73E-05,7.22E-06,39,all
673,1.73E-05,9.03E-06,57,all
673,1.73E-05,1.08E-05,60,all
673,1.73E-05,1.26E-05,41,all
673,1.73E-05,1.44E-05,45,all
673,1.73E-05,1.63E-05,36,all
673,1.73E-05,1.81E-05,31,all
673,1.73E-05,1.99E-05,14,all
673,1.73E-05,2.17E-05,23,all
673,1.73E-05,2.35E-05,15,all
673,1.73E-05,2.53E-05,15,all
673,1.73E-05,2.71E-05,11,all
673,1.73E-05,2.89E-05,6,all
673,1.73E-05,3.07E-05,5,all
673,1.73E-05,3.43E-05,5,all
673,1.73E-05,3.79E-05,2,all
673,1.73E-05,3.97E-05,1,all
673,1.73E-05,4.15E-05,1,all
673,1.73E-05,6.50E-05,1,all
673,1.73E-05,0.001168433,1,all
673,1.90E-05,1.00E-06,6,all
673,1.90E-05,1.81E-06,21,all
673,1.90E-05,3.61E-06,17,all
673,1.90E-05,5.42E-06,24,all
673,1.90E-05,7.22E-06,39,all
673,1.90E-05,9.03E-06,35,all
673,1.90E-05,1.08E-05,44,all
673,1.90E-05,1.26E-05,27,all
673,1.90E-05,1.44E-05,41,all
673,1.90E-05,1.63E-05,36,all
673,1.90E-05,1.81E-05,17,all
673,1.90E-05,1.99E-05,19,all
673,1.90E-05,2.17E-05,23,all
673,1.90E-05,2.35E-05,16,all
673,1.90E-05,2.53E-05,7,all
673,1.90E-05,2.71E-05,5,all
673,1.90E-05,2.89E-05,4,all
673,1.90E-05,3.07E-05,4,all
673,1.90E-05,3.25E-05,4,all
673,1.90E-05,3.43E-05,6,all
673,1.90E-05,3.61E-05,2,all
673,1.90E-05,3.79E-05,6,all
673,1.90E-05,3.97E-05,5,all
673,1.90E-05,4.15E-05,1,all
673,1.90E-05,4.51E-05,1,all
673,1.90E-05,5.60E-05,1,all
673,1.90E-05,0.000144474,1,all
673,1.90E-05,0.002378403,1,all
673,1.90E-05,0.002907538,1,all
673,2.07E-05,1.00E-06,2,all
673,2.07E-05,1.81E-06,14,all
673,2.07E-05,3.61E-06,14,all
673,2.07E-05,5.42E-06,22,all
673,2.07E-05,7.22E-06,22,all
673,2.07E-05,9.03E-06,27,all
673,2.07E-05,1.08E-05,23,all
673,2.07E-05,1.26E-05,22,all
673,2.07E-05,1.44E-05,21,all
673,2.07E-05,1.63E-05,20,all
673,2.07E-05,1.81E-05,20,all
673,2.07E-05,1.99E-05,20,all
673,2.07E-05,2.17E-05,14,all
673,2.07E-05,2.35E-05,11,all
673,2.07E-05,2.53E-05,9,all
673,2.07E-05,2.71E-05,10,all
673,2.07E-05,2.89E-05,12,all
673,2.07E-05,3.07E-05,9,all
673,2.07E-05,3.25E-05,9,all
673,2.07E-05,3.43E-05,2,all
673,2.07E-05,3.97E-05,2,all
673,2.07E-05,4.33E-05,1,all
673,2.07E-05,4.51E-05,3,all
673,2.07E-05,4.70E-05,2,all
673,2.07E-05,4.88E-05,2,all
673,2.07E-05,9.93E-05,1,all
673,2.25E-05,1.81E-06,5,all
673,2.25E-05,3.61E-06,2,all
673,2.25E-05,5.42E-06,14,all
673,2.25E-05,7.22E-06,18,all
673,2.25E-05,9.03E-06,21,all
673,2.25E-05,1.08E-05,22,all
673,2.25E-05,1.26E-05,34,all
673,2.25E-05,1.44E-05,27,all
673,2.25E-05,1.63E-05,15,all
673,2.25E-05,1.81E-05,24,all
673,2.25E-05,1.99E-05,18,all
673,2.25E-05,2.17E-05,10,all
673,2.25E-05,2.35E-05,11,all
673,2.25E-05,2.53E-05,11,all
673,2.25E-05,2.71E-05,7,all
673,2.25E-05,2.89E-05,8,all
673,2.25E-05,3.07E-05,7,all
673,2.25E-05,3.25E-05,1,all
673,2.25E-05,3.43E-05,3,all
673,2.25E-05,3.61E-05,2,all
673,2.25E-05,3.79E-05,2,all
673,2.25E-05,3.97E-05,2,all
673,2.25E-05,4.15E-05,1,all
673,2.25E-05,4.33E-05,3,all
673,2.25E-05,4.51E-05,1,all
673,2.25E-05,4.70E-05,1,all
673,2.25E-05,5.06E-05,1,all
673,2.25E-05,5.78E-05,1,all
673,2.25E-05,6.50E-05,1,all
673,2.25E-05,7.22E-05,1,all
673,2.42E-05,1.00E-06,2,all
673,2.42E-05,1.81E-06,2,all
673,2.42E-05,3.61E-06,7,all
673,2.42E-05,5.42E-06,13,all
673,2.42E-05,7.22E-06,13,all
673,2.42E-05,9.03E-06,26,all
673,2.42E-05,1.08E-05,9,all
673,2.42E-05,1.26E-05,13,all
673,2.42E-05,1.44E-05,26,all
673,2.42E-05,1.63E-05,18,all
673,2.42E-05,1.81E-05,16,all
673,2.42E-05,1.99E-05,11,all
673,2.42E-05,2.17E-05,19,all
673,2.42E-05,2.35E-05,10,all
673,2.42E-05,2.53E-05,7,all
673,2.42E-05,2.71E-05,2,all
673,2.42E-05,2.89E-05,6,all
673,2.42E-05,3.07E-05,8,all
673,2.42E-05,3.25E-05,7,all
673,2.42E-05,3.43E-05,3,all
673,2.42E-05,3.79E-05,6,all
673,2.42E-05,3.97E-05,1,all
673,2.42E-05,4.15E-05,1,all
673,2.42E-05,4.51E-05,2,all
673,2.42E-05,4.70E-05,1,all
673,2.42E-05,4.88E-05,1,all
673,2.42E-05,5.06E-05,1,all
673,2.42E-05,6.50E-05,1,all
673,2.59E-05,1.81E-06,1,all
673,2.59E-05,3.61E-06,5,all
673,2.59E-05,5.42E-06,3,all
673,2.59E-05,7.22E-06,5,all
673,2.59E-05,9.03E-06,12,all
673,2.59E-05,1.08E-05,14,all
673,2.59E-05,1.26E-05,7,all
673,2.59E-05,1.44E-05,13,all
673,2.59E-05,1.63E-05,10,all
673,2.59E-05,1.81E-05,13,all
673,2.59E-05,1.99E-05,6,all
673,2.59E-05,2.17E-05,14,all
673,2.59E-05,2.35E-05,10,all
673,2.59E-05,2.53E-05,5,all
673,2.59E-05,2.71E-05,4,all
673,2.59E-05,2.89E-05,4,all
673,2.59E-05,3.07E-05,4,all
673,2.59E-05,3.25E-05,2,all
673,2.59E-05,3.61E-05,5,all
673,2.59E-05,3.79E-05,2,all
673,2.59E-05,3.97E-05,2,all
673,2.59E-05,4.33E-05,2,all
673,2.59E-05,4.51E-05,1,all
673,2.59E-05,5.24E-05,4,all
